Time,second,''',nanosecond,,1000000000,0
Time,second,''',score,,1/630720000,0
Time,second,''',week,,1/604800,0
Time,second,''',year,,1/31536000,0
Time,week,,century,,0.0001917808219,0
Time,week,,day,,7,0
Time,week,,decade,,0.001917808219,0
Time,week,,fortnight,,0.5,0
Time,week,,hour,,168,0
Time,week,,leap-year,,0.01912568306,0
Time,week,,millennium,,0.00001917808219,0
Time,week,,millisecond,,604800000,0
Time,week,,minute,',10080,0
Time,week,,month (30 day),,0.2333333333,0
Time,week,,nanosecond,,604800000000000,0
Time,week,,score,,0.0009589041095,0
Time,week,,second,''',604800,0
Time,week,,year,,0.01917808219,0
Time,year,,century,,0.01,0
Time,year,,day,,365,0
Time,year,,decade,,0.1,0
Time,year,,fortnight,,26.07142857,0
Time,year,,hour,,8760,0
Time,year,,leap-year,,0.9972677596,0
Time,year,,millennium,,0.001,0
Time,year,,millisecond,,31536000000,0
Time,year,,minute,',525600,0
Time,year,,month (30 day),,12.16666667,0
Time,year,,month,,12,0
Time,year,,nanosecond,,31536000000000000,0
Time,year,,score,,0.05,0
Time,year,,second,''',31536000,0
Time,year,,week,,52.14285714,0

Acceleration,free fall,g,meter/sec²,m/s²,9.80665,0
Acceleration,free fall,g,mile/hour second,mi/(h·s),21.936887,0
Acceleration,free fall,g,foot/sec²,ft/s²,32.174174,0
Acceleration,free fall,g,centimeter/sec²,cm/s²,980.66882,0
Acceleration,free fall,g,millimeter/sec²,mm/s²,9806.6882,0
Acceleration,meter/sec²,m/s²,free fall,g,0.1019716,0
Acceleration,meter/sec²,m/s²,mile/hour second,mi/(h·s),2.23694,0
Acceleration,meter/sec²,m/s²,foot/sec²,ft/s²,3.2808527,0
Acceleration,meter/sec²,m/s²,centimeter/sec²,cm/s²,100.00039,0
Acceleration,meter/sec²,m/s²,millimeter/sec²,mm/s²,1000.0039,0
Acceleration,mile/hour second,mi/(h·s),free fall,g,0.0455853,0
Acceleration,mile/hour second,mi/(h·s),meter/sec²,(m/s²),0.4470392,0
Acceleration,mile/hour second,mi/(h·s),foot/sec²,ft/s²,1.46667,0
Acceleration,mile/hour second,mi/(h·s),centimeter/sec²,cm/s²,44.704101,0
Acceleration,mile/hour second,mi/(h·s),millimeter/sec²,mm/s²,447.04101,0
Acceleration,foot/sec²,ft/s²,free fall,g,0.0310808,0
Acceleration,foot/sec²,ft/s²,meter/sec²,m/s²,0.3047987,0
Acceleration,foot/sec²,ft/s²,mile/hour second,mi/(h·s),0.6818166,0
Acceleration,foot/sec²,ft/s²,centimeter/sec²,cm/s²,30.48,0
Acceleration,foot/sec²,ft/s²,millimeter/sec²,mm/s²,304.8,0
Acceleration,centimeter/sec²,cm/s²,free fall,g,0.0010197,0
Acceleration,centimeter/sec²,cm/s²,meter/sec²,m/s²,0.01,0
Acceleration,centimeter/sec²,cm/s²,mile/hour second,mi/(h·s),0.0223692,0
Acceleration,centimeter/sec²,cm/s²,foot/sec²,ft/s²,0.0328083,0
Acceleration,centimeter/sec²,cm/s²,millimeter/sec²,mm/s²,10,0
Acceleration,millimeter/sec²,mm/s²,free fall,g,0.0001019,0
Acceleration,millimeter/sec²,mm/s²,meter/sec²,m/s²,0.001,0
Acceleration,millimeter/sec²,mm/s²,mile/hour second,mi/(h·s),0.0022369,0
Acceleration,millimeter/sec²,mm/s²,foot/sec²,ft/s²,0.0032808,0
Acceleration,millimeter/sec²,mm/s²,centimeter/sec²,cm/s²,0.1,0

Angle,revolution,r,right angle,,4,0
Angle,revolution,r,radian,rad,6.283184,0
Angle,revolution,r,degree,°,360,0
Angle,revolution,r,grad,g,400,0
Angle,revolution,r,milliradian,mrad,6283.184,0
Angle,revolution,r,minute,',21600,0
Angle,revolution,r,second,''',1296000,0
Angle,revolution,r,microradian,µrad,6283184,0
Angle,right angle,,revolution,r,0.25,0
Angle,right angle,,radian,rad,1.5708,0
Angle,right angle,,degree,°,90,0
Angle,right angle,,grad,g,100,0
Angle,right angle,,milliradian,mrad,1570.8,0
Angle,right angle,,minute,',5400,0
Angle,right angle,,second,''',324000,0
Angle,right angle,,microradian,µrad,1570800,0
Angle,radian,rad,revolution,r,0.159154976,0
Angle,radian,rad,right angle,,0.636618283,0
Angle,radian,rad,degree,°,57.2958,0
Angle,radian,rad,grad,g,63.661936338,0
Angle,radian,rad,milliradian,mrad,1000,0
Angle,radian,rad,minute,',3437.75,0
Angle,radian,rad,second,''',206265,0
Angle,radian,rad,microradian,µrad,3437750,0
Angle,degree,°,radian,rad,0.0174532862792735,0
Angle,degree,°,grad,g,1.111111111,0
Angle,degree,°,minute,',60,0
Angle,degree,°,second,''',3600,0
Angle,degree,°,revolution,r,0.00277777028890907,0
Angle,grad,g,degree,°,0.9000009000009,0
Angle,grad,g,radian,rad,0.0157079733593195,0
Angle,grad,g,minute,',54,0
Angle,grad,g,second,''',3240,0
Angle,grad,g,revolution,r,0.00249999576001393,0
Angle,minute,',degree,°,0.0166666666666666,0
Angle,minute,',radian,rad,0.000290888104654558,0
Angle,minute,',grad,g,0.0185185,0
Angle,minute,',second,''',60,0
Angle,minute,',revolution,r,0.0000462961714818179,0
Angle,second,''',degree,°,0.000277777777777777,0
Angle,second,''',radian,rad,4.84813507757597E-06,0
Angle,second,''',grad,g,0.00030864096365215,0
Angle,second,''',minute,',0.0166666666666666,0
Angle,second,''',revolution,r,7.71602858030299E-07,0

Area,kilometer²,km²,meter²,,1000000,0
Area,kilometer²,km²,centimeter²,,10000000000,0
Area,kilometer²,km²,millimeter²,,1000000000000,0
Area,kilometer²,km²,mile²,,0.3861021585,0
Area,kilometer²,km²,yard²,,1195990.046,0
Area,kilometer²,km²,foot²,,10763910.42,0
Area,kilometer²,km²,inch²,,1550003100,0
Area,kilometer²,km²,acre,,247.104393,0
Area,kilometer²,km²,hectare,,100,0
Area,meter²,,kilometer²,km²,0.000001,0
Area,meter²,,centimeter²,,10000,0
Area,meter²,,millimeter²,,1000000,0
Area,meter²,,mile²,,0.0000003861021585,0
Area,meter²,,yard²,,1.195990046,0
Area,meter²,,foot²,,10.76391042,0
Area,meter²,,inch²,,1550.0031,0
Area,meter²,,acre,,0.000247104393,0
Area,meter²,,hectare,,0.0001,0
Area,centimeter²,,kilometer²,km²,0.0000000001,0
Area,centimeter²,,meter²,,0.0001,0
Area,centimeter²,,millimeter²,,100,0
Area,centimeter²,,mile²,,3.861021585E-11,0
Area,centimeter²,,yard²,,0.0001195990046,0
Area,centimeter²,,foot²,,0.001076391042,0
Area,centimeter²,,inch²,,0.15500031,0
Area,centimeter²,,acre,,0.0000000247104393,0
Area,centimeter²,,hectare,,0.00000001,0
Area,millimeter²,,kilometer²,km²,0.000000000001,0
Area,millimeter²,,meter²,,0.000001,0
Area,millimeter²,,centimeter²,,0.01,0
Area,millimeter²,,mile²,,3.861021585E-13,0
Area,millimeter²,,yard²,,0.000001195990046,0
Area,millimeter²,,foot²,,0.00001076391042,0
Area,millimeter²,,inch²,,0.0015500031,0
Area,millimeter²,,acre,,0.000000000247104393,0
Area,millimeter²,,hectare,,0.0000000001,0
Area,mile²,,kilometer²,km²,2.58998811,0
Area,mile²,,meter²,,2589988.11,0
Area,mile²,,centimeter²,,25899881100,0
Area,mile²,,millimeter²,,2589988110000,0
Area,mile²,,yard²,,3097600,0
Area,mile²,,foot²,,27878400,0
Area,mile²,,inch²,,4014489600,0
Area,mile²,,acre,,639.99744,0
Area,mile²,,hectare,,258.998811,0
Area,yard²,,kilometer²,km²,0.00000083612736,0
Area,yard²,,meter²,,0.83612736,0
Area,yard²,,centimeter²,,8361.2736,0
Area,yard²,,millimeter²,,836127.36,0
Area,yard²,,mile²,,0.0000003228305785,0
Area,yard²,,foot²,,9,0
Area,yard²,,inch²,,1296,0
Area,yard²,,acre,,0.0002066107438,0
Area,yard²,,hectare,,0.000083612736,0
Area,foot²,,kilometer²,km²,0.00000009290304,0
Area,foot²,,meter²,,0.09290304,0
Area,foot²,,centimeter²,,929.0304,0
Area,foot²,,millimeter²,,92903.04,0
Area,foot²,,mile²,,0.00000003587006428,0
Area,foot²,,yard²,,0.1111111111,0
Area,foot²,,inch²,,144,0
Area,foot²,,acre,,0.00002295674931,0
Area,foot²,,hectare,,0.000009290304,0
Area,inch²,,kilometer²,km²,0.00000000064516,0
Area,inch²,,meter²,,0.00064516,0
Area,inch²,,centimeter²,,6.4516,0
Area,inch²,,millimeter²,,645.16,0
Area,inch²,,mile²,,0.0000000002490976686,0
Area,inch²,,yard²,,0.0007716049383,0
Area,inch²,,foot²,,0.006944444444,0
Area,inch²,,acre,,0.0000001594218702,0
Area,inch²,,hectare,,0.000000064516,0
Area,acre,,kilometer²,km²,0.0040468593943,0
Area,acre,,meter²,,4046.82525194,0
Area,acre,,centimeter²,,40468564.224,0
Area,acre,,millimeter²,,4046856422.4,0
Area,acre,,mile²,,0.0015625,0
Area,acre,,yard²,,4839.96253307,0
Area,acre,,foot²,,43560,0
Area,acre,,inch²,,6272591.44285,0
Area,acre,,hectare,,0.404686266972,0
Area,hectare,,kilometer²,km²,0.01,0
Area,hectare,,meter²,,10000,0
Area,hectare,,centimeter²,,100000000,0
Area,hectare,,millimeter²,,10000000000,0
Area,hectare,,mile²,,0.003861021585,0
Area,hectare,,yard²,,11959.90046,0
Area,hectare,,foot²,,107639.1042,0
Area,hectare,,inch²,,15500031,0
Area,hectare,,acre,,2.47104393,0

Distance,kilometer,km,hectometer,hm,10,0
Distance,kilometer,km,dekameter,dm,100,0
Distance,kilometer,km,meter,m,1000,0
Distance,kilometer,km,decimeter,,10000,0
Distance,kilometer,km,centimeter,cm,100000,0
Distance,kilometer,km,millimeter,mm,1000000,0
Distance,kilometer,km,micrometer,µm,1000000000,0
Distance,kilometer,km,mile,mi,0.621371192237333,0
Distance,kilometer,km,furlong,,4.97097,0
Distance,kilometer,km,yard,yd,1093.6134,0
Distance,kilometer,km,foot,ft,3280.83,0
Distance,kilometer,km,inch,in,39379.96,0
Distance,kilometer,km,mil,mil,39369960,0
Distance,kilometer,km,parsec,pc,3.240782847E-14,0
Distance,kilometer,km,lightyear,,1.057023456E-13,0
Distance,kilometer,km,nautical mile,M,0.539955464,0
Distance,kilometer,km,nanometer,nm,1000000000000,0
Distance,hectometer,hm,kilometer,km,0.1,0
Distance,hectometer,hm,dekameter,dm,10,0
Distance,hectometer,hm,meter,m,100,0
Distance,hectometer,hm,decimeter,,1000,0
Distance,hectometer,hm,centimeter,cm,10000,0
Distance,hectometer,hm,millimeter,mm,100000,0
Distance,hectometer,hm,micrometer,µm,100000000,0
Distance,hectometer,hm,mile,mi,0.062137119,0
Distance,hectometer,hm,furlong,,0.497097,0
Distance,hectometer,hm,yard,yd,109.361,0
Distance,hectometer,hm,foot,ft,328.083,0
Distance,hectometer,hm,inch,in,3936.996,0
Distance,hectometer,hm,mil,mil,3936996,0
